Index,RMS,dBFS,8Hz,12.5Hz,16Hz,20Hz,25Hz,31.5Hz,40Hz,50Hz,63Hz,80Hz,100Hz,125Hz,160Hz,200Hz,250Hz,315Hz,400Hz,500Hz,630Hz,800Hz,1000Hz,1250Hz,1600Hz,2000Hz,2500Hz,3150Hz,4000Hz,5000Hz,6300Hz,8000Hz,10000Hz,12500Hz,16000Hz,20000Hz
385.0,2055.0,-24.052762174952594,4.546629020271727,4.515331431614262,4.515331431614262,4.515331431614262,3.9983021106747287,3.9983021106747287,3.9204935378116916,4.311709226025769,4.307794482413982,4.6178339339044365,6.483611149611249,4.749683384561255,4.611297457845356,5.697178211273678,4.548822422363918,5.627024796811451,5.669805110245743,4.919419953185845,4.499027833658008,3.942156336921841,3.8726959803299064,3.600551557547424,3.68653690087236,3.7627785304862855,3.3320949362252086,3.253025720435807,3.292557632057829,3.1191975731426345,3.06108409711714,3.0131474719742033,2.8933957543650255,2.810133160066837,2.76767221731708,2.655544498078612
386.0,2063.0,-24.019014139731325,4.943459889680969,5.0853734661923795,5.0853734661923795,5.0853734661923795,5.101597730265955,5.101597730265955,5.146870326471528,5.24339346143714,5.379299097732756,5.765298143785361,6.42719702548315,5.582065733871153,5.438635293642263,5.270843354257958,5.405739943318031,5.206385824690749,5.741454327617292,4.925745122634482,4.115771798741207,4.063618603666795,3.9197777404498817,3.9924364944435737,3.4803153292911926,3.8918080218974236,3.251701637750006,3.2008770072778994,2.8877897550592526,2.876139994520051,2.7898709187950157,2.5921672786160794,2.51649245393129,2.434089812921334,2.3521408273064726,2.477382144067264
387.0,1447.0,-27.099628076813605,5.095190280781987,5.482993825345559,5.482993825345559,5.482993825345559,5.1226027541609485,5.1226027541609485,5.370789756585144,5.444452501109449,5.558750441726144,6.1556149455312745,6.330983105870316,5.642616224541699,5.6840114854773285,5.631012573486337,4.990470994815134,4.6673729856933095,5.180186958474767,4.763642444705721,4.417006539416563,4.122442143035935,3.8065963927711977,4.166097451895117,4.033876120625984,3.8939111964595923,3.741805334479332,3.6499945539073186,3.5496189710164288,3.39435639927526,3.3470553660110793,3.230499724154212,3.1451177470305756,3.063707860297929,2.9982151141608697,2.9748418968195165
388.0,1408.0,-27.33694560307249,5.329733387153478,5.391262851509637,5.391262851509637,5.391262851509637,5.4366539981425905,5.4366539981425905,5.457612256273292,5.529961453052045,5.668390810456435,6.212797468156554,6.15051706578818,5.577590364970336,5.522326599131843,5.925173413053072,5.351593294520657,4.669096084140732,4.626321717268297,4.576249646524225,4.387892746754942,4.2310091472645235,4.113539695848639,4.036161068983563,3.897355747412268,3.8639528499148854,3.7111033025963245,3.653089810297485,3.5351784034190556,3.4300354671078956,3.3207200091192712,3.2460580058819337,3.154143266468401,3.073016010883872,3.0013668022740063,2.964397435084072
389.0,1330.0,-27.83196587985264,5.2511635217618,5.322893711389269,5.322893711389269,5.322893711389269,5.308153239726759,5.308153239726759,5.364506180318664,5.44466225590109,5.579681191077555,6.152698618190855,6.23158158670641,5.640384692132652,4.996842534076215,5.785382216616938,5.250017616449266,5.29142264478407,5.034142543746862,4.517973360092851,4.433193811267212,4.28389871562247,4.215737557254219,4.127276473457159,3.8331258290251,3.923637929874175,3.6985803281807845,3.6193493206909353,3.5148959078102724,3.3874930366625744,3.3515881535146566,3.2291823255075203,3.152985228543867,3.071734011452781,3.0016923808140645,2.950440877713254
390.0,1423.0,-27.244900697508672,5.113177651269243,5.032804403849419,5.032804403849419,5.032804403849419,5.006118940893373,5.006118940893373,4.943214241811436,5.008196927628558,5.253048684068812,6.126462123637376,5.736152539439612,5.442841769827477,5.7410144432827925,5.449119408633448,4.918166695940033,5.608704776543342,5.51448354366253,4.580020386979389,3.7050990172531817,3.656678668862377,4.181917613963808,4.146442509853568,4.1850976835571565,4.089409678193877,3.335369145995027,3.249200227551535,2.846432412059441,2.98386438161685,3.1803956494098418,3.088478966635651,2.9455784869096764,2.860836239215045,2.8687966127930355,2.647002198676581
391.0,1256.0,-28.32920591117081,4.666049738480516,4.868532344891643,4.868532344891643,4.868532344891643,4.454896275131533,4.454896275131533,4.771908194937622,4.8884574622768495,5.335747594899809,6.139781344370845,5.687973012840345,5.260210048007646,5.819355683213902,5.527902712830386,5.213919745051565,4.99786907751354,5.222795353671538,4.857896853107873,4.5540508298437175,4.432806823052172,4.290858539418234,4.041485745148448,4.373097721051509,3.7246296533678382,3.9826229564531253,3.8509590243132803,3.7585607425109893,3.6150542384778084,3.678950895260401,3.502830188106359,3.412027655589834,3.3292669552137197,3.282100922759759,3.2090889995516036
392.0,1343.0,-27.74747844582005,4.5089066172559535,4.614915014486038,4.614915014486038,4.614915014486038,4.923551639348746,4.923551639348746,4.982012872138925,5.1964372488530355,5.34524318470343,5.8442350044126545,6.458513307900846,5.7171035500946275,5.641437853819449,5.171323481737026,4.736003148535208,4.805852903853846,4.4384462139624175,4.347201795283103,4.3069074311608135,4.215816749333124,4.103897496489149,3.9879334029879834,3.914071821237402,3.828959850438414,3.694582937355681,3.6020521164444874,3.4976524602477377,3.4108473979893885,3.341364486541124,3.2248671673085494,3.1379870129135896,3.0566459525861,2.986835436559582,2.9403253950737196
393.0,1367.0,-27.593628407837908,4.416274280991236,4.068911270391042,4.068911270391042,4.068911270391042,4.395516857167939,4.395516857167939,4.176003661548702,4.147837608664046,4.081153597873116,5.0084804762146,6.535180508302182,5.143496754975053,5.007750850725727,5.542178518252694,4.6152356242283705,4.8362492779584985,4.264386801832188,3.9863981751727735,3.823576169853629,3.64113019688506,3.508161608993614,3.2630352102495834,3.387817590708752,3.294187101780217,2.9623399259489505,2.828801427218056,2.9962704418187673,2.828915319797523,2.7177670726888,2.5876944977722762,2.4934895828552692,2.4101759651852475,2.353883217980232,2.280362925553636
394.0,1418.0,-27.275474082253403,4.775763316054971,4.673830395239508,4.673830395239508,4.673830395239508,4.683176598044993,4.683176598044993,4.496834155918905,4.481479590082299,4.428917728278474,4.999158459034436,6.497017564298921,5.291162184846261,5.1009010117397295,5.3548625890586115,5.431559161049452,5.374128221957377,4.618331964021682,4.518666125650369,4.10950229256893,3.648063119007074,4.052364156864637,4.4995505178835415,4.175310407121463,3.8011807391225765,3.7811695436777266,3.5359686786448536,3.406307677037419,3.2304668791012707,3.2527485509256113,3.121459750651425,3.0179057930583677,2.9385327528995617,2.8824628568844606,2.8596047359313794
